date,country_name,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,mobility_transit_stations,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_residential,mobility_workplaces,latitude,longitude,location_geometry,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,school_closing,school_closing_flag,workplace_closing,workplace_closing_flag,cancel_public_events,cancel_public_events_flag,restrictions_on_gatherings,restrictions_on_gatherings_flag,close_public_transit,close_public_transit_flag,stay_at_home_requirements,stay_at_home_requirements_flag,restrictions_on_internal_movement,restrictions_on_internal_movement_flag,international_travel_controls,income_support,income_support_flag,debt_contract_relief,fiscal_measures,international_support,public_information_campaigns,public_information_campaigns_flag,testing_policy,contact_tracing,emergency_healthcare_investment,vaccine_investment,misc_wildcard,confirmed_cases,deaths,stringency_index,mobility_transit_stations_response,mobility_retail_and_recreation_response,mobility_grocery_and_pharmacy_response,mobility_parks_response,mobility_residential_response,mobility_workplaces_response
2020-08-02,India,2,1105.0,49.0,116436.0,6447.0,-74.0,-76.0,-38.0,-82.0,16.0,-44.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1750723.0,37364.0,79.63,-78.0,-73.0,-37.0,-81.0,23.0,-66.0
2020-08-03,India,2,970.0,46.0,117406.0,6493.0,-78.0,-73.0,-37.0,-81.0,23.0,-66.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1803695.0,38135.0,79.63,-86.0,-81.0,-56.0,-85.0,29.0,-72.0
2020-08-04,India,2,709.0,56.0,118115.0,6549.0,-86.0,-81.0,-56.0,-85.0,29.0,-72.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1855745.0,38938.0,79.63,-83.0,-81.0,-62.0,-86.0,27.0,-66.0
2020-08-05,India,2,1125.0,42.0,119240.0,6591.0,-83.0,-81.0,-62.0,-86.0,27.0,-66.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1908254.0,39795.0,79.63,-83.0,-77.0,-46.0,-86.0,26.0,-66.0
2020-08-06,India,2,910.0,57.0,120150.0,6648.0,-83.0,-77.0,-46.0,-86.0,26.0,-66.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,1964536.0,40699.0,79.63,-75.0,-68.0,-27.0,-77.0,23.0,-60.0
2020-08-07,India,2,862.0,45.0,121012.0,6693.0,-75.0,-68.0,-27.0,-77.0,23.0,-60.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,2027074.0,41585.0,79.63,-75.0,-67.0,-23.0,-80.0,21.0,-56.0
2020-08-08,India,2,1304.0,58.0,122316.0,6751.0,-75.0,-67.0,-23.0,-80.0,21.0,-56.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,2088611.0,42518.0,79.63,-73.0,-73.0,-32.0,-82.0,15.0,-41.0
2020-08-09,India,2,1066.0,48.0,123382.0,6799.0,-73.0,-73.0,-32.0,-82.0,15.0,-41.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,2153010.0,43379.0,79.63,-72.0,-62.0,-17.0,-75.0,20.0,-59.0
2020-08-10,India,2,925.0,46.0,124307.0,6845.0,-72.0,-62.0,-17.0,-75.0,20.0,-59.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,2215074.0,44386.0,79.63,-74.0,-65.0,-20.0,-77.0,21.0,-59.0
2020-08-11,India,2,917.0,48.0,125224.0,6893.0,-74.0,-65.0,-20.0,-77.0,21.0,-59.0,,,,,,,,,3.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,,2268675.0,45257.0,79.63,-79.0,-72.0,-40.0,-82.0,23.0,-63.0
